country,year,site_id,landscape_type,transect,period,round,pollinator_group,pollinator_genus,pollinator_species,pollinator_species.1,plant_genus,plant_species
Sweden,2011,lsk57,high,2,during,2,Hoverfly,Anasimyia,lineata,lineata,Ranunculus,sp.
Sweden,2011,lsk57,high,2,during,2,Hoverfly,Anasimyia,lineata,lineata,Ranunculus,sp.
Sweden,2011,lsk57,high,2,during,2,Hoverfly,Anasimyia,lineata,lineata,Ranunculus,sp.
Sweden,2011,lsk57,high,2,during,2,Hoverfly,Anasimyia,lineata,lineata,Ranunculus,sp.
Sweden,2011,lsk57,high,2,during,2,other wild bee,Lasioglossum,calceatum,calceatum,Ranunculus,sp.
Sweden,2011,lsk57,high,1,during,1,Hoverfly,Tropidia,scita,scita,Taraxacum,sp.
Sweden,2011,lsk57,high,1,during,1,other wild bee,Lasioglossum,albipes,albipes,Taraxacum,sp.
Sweden,2011,lsk57,high,2,during,1,Bumblebee,Bombus,lapidarius,lapidarius,Taraxacum,sp.
Sweden,2011,lsk57,high,2,during,1,Hoverfly,Anasimyia,lineata,lineata,Taraxacum,sp.
Sweden,2011,lsk57,high,2,during,1,Hoverfly,Melanostoma,mellinum,mellinum,Taraxacum,sp.
Sweden,2011,lsk57,high,2,during,1,other wild bee,Andrena,nigroaenea,nigroaenea,Taraxacum,sp.
Sweden,2011,lsk59,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,vulgare
Sweden,2011,lsk59,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,vulgare
Sweden,2011,lsk59,low,2,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Cirsium,vulgare
Sweden,2011,lsk59,low,2,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Lotus,corniculatus
Sweden,2011,lsk59,low,1,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Pastinaca,sativa
Sweden,2011,lsk59,low,1,after,4,Hoverfly,Eristalis,tenax,tenax,Pastinaca,sativa
Sweden,2011,lsk59,low,1,after,4,Hoverfly,Eristalis,tenax,tenax,Pastinaca,sativa
Sweden,2011,lsk59,low,1,after,4,Hoverfly,Syrphus,vitripennis,vitripennis,Pastinaca,sativa
Sweden,2011,lsk59,low,1,after,4,Hoverfly,Eristalis,tenax,tenax,Pastinaca,sativa
Sweden,2011,lsk59,low,1,after,4,Hoverfly,Eupeodes,corollae,corollae,Pastinaca,sativa
Sweden,2011,lsk59,low,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Pastinaca,sativa
Sweden,2011,lsk59,low,2,after,4,Hoverfly,Eristalis,tenax,tenax,Pastinaca,sativa
Sweden,2011,lsk59,low,2,after,4,Hoverfly,Scaeva,pyrastri,pyrastri,Pastinaca,sativa
Sweden,2011,lsk59,low,2,after,4,Hoverfly,Eupeodes,corollae,corollae,Potentilla,reptans
Sweden,2011,lsk59,low,1,after,3,Hoverfly,Episyrphus,balteatus,balteatus,Ranunculus,sp.
Sweden,2011,lsk59,low,1,after,3,Bumblebee,Bombus,sylvarum,sylvarum,Vicia,cracca
Sweden,2011,lsk59,low,1,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Vicia,cracca
Sweden,2011,lsk59,low,2,after,3,Bumblebee,Bombus,sylvarum,sylvarum,Vicia,cracca
Sweden,2011,lsk59,low,2,after,3,Bumblebee,Bombus,cryptarum,cryptarum,Vicia,cracca
Sweden,2011,lsk59,low,1,during,1,Hoverfly,Cheilosia,,,Ranunculus,sp.
Sweden,2011,lsk59,low,1,during,1,Hoverfly,Eumerus,,,Ranunculus,sp.
Sweden,2011,lsk59,low,1,during,1,Hoverfly,Cheilosia,,,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,1,Hoverfly,Anasimyia,lineata,lineata,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,1,Hoverfly,Cheilosia,,,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,1,Hoverfly,Cheilosia,,,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,1,Hoverfly,Cheilosia,,,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,1,Hoverfly,Melanostoma,mellinum,mellinum,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,1,Hoverfly,Eumerus,,,Ranunculus,sp.
Sweden,2011,lsk59,low,1,during,2,Hoverfly,Anasimyia,lineata,lineata,Ranunculus,sp.
Sweden,2011,lsk59,low,1,during,2,Hoverfly,Eumerus,,,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,2,Hoverfly,Anasimyia,lineata,lineata,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,2,Hoverfly,Episyrphus,balteatus,balteatus,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,2,Hoverfly,Episyrphus,balteatus,balteatus,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,2,Hoverfly,Eristalis,similis,similis,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,2,Hoverfly,Platycheirus,scutatus,scutatus,Ranunculus,sp.
Sweden,2011,lsk59,low,2,during,2,Hoverfly,Episyrphus,balteatus,balteatus,Ranunculus,sp.
Sweden,2011,lsk64,high,1,after,4,Hoverfly,Eupeodes,luniger,luniger,Achillea,ptarmica
Sweden,2011,lsk64,high,2,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Prunella,vulgaris
Sweden,2011,lsk64,high,1,after,3,Bumblebee,Bombus,lucorum,lucorum,Ranunculus,sp.
Sweden,2011,lsk64,high,1,after,3,Bumblebee,Bombus,terrestris,terrestris,Ranunculus,sp.
Sweden,2011,lsk64,high,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk64,high,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk64,high,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Trifolium,repens
Sweden,2011,lsk64,high,2,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk64,high,2,after,4,Bumblebee,Bombus,subterraneus,subterraneus,Trifolium,pratense
Sweden,2011,lsk64,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk64,high,1,during,2,Bumblebee,Bombus,sylvarum,sylvarum,Geum,rivale
Sweden,2011,lsk64,high,1,during,2,Bumblebee,Bombus,sylvarum,sylvarum,Geum,rivale
Sweden,2011,lsk64,high,2,during,2,Bumblebee,Bombus,sylvarum,sylvarum,Geum,rivale
Sweden,2011,lsk64,high,1,during,1,Hoverfly,Platycheirus,scutatus,scutatus,Taraxacum,sp.
Sweden,2011,lsk64,high,2,during,1,Bumblebee,Bombus,lapidarius,lapidarius,Taraxacum,sp.
Sweden,2011,lsk73,low,2,after,4,Hoverfly,Sphaerophoria,taeniata,taeniata,Campanula,rotundifolia
Sweden,2011,lsk73,low,2,after,4,other wild bee,Melitta,haemorrhoidalis,haemorrhoidalis,Campanula,rotundifolia
Sweden,2011,lsk73,low,1,after,3,Bumblebee,Bombus,sylvarum,sylvarum,Filipendula,vulgaris
Sweden,2011,lsk73,low,1,after,3,other wild bee,Andrena,labiata,labiata,Stellaria,graminea
Sweden,2011,lsk73,low,2,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Trifolium,repens
Sweden,2011,lsk73,low,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Bumblebee,Bombus,cryptarum,cryptarum,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk73,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk73,low,2,after,4,Bumblebee,Bombus,hortorum,hortorum,Trifolium,repens
Sweden,2011,lsk73,low,2,after,4,Bumblebee,Bombus,magnus,magnus,Trifolium,repens
Sweden,2011,lsk73,low,2,after,4,Bumblebee,Bombus,magnus,magnus,Trifolium,repens
Sweden,2011,lsk73,low,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk73,low,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk73,low,2,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk73,low,2,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk73,low,1,after,3,Bumblebee,Bombus,lucorum,lucorum,Vicia,cracca
Sweden,2011,lsk73,low,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Vicia,cracca
Sweden,2011,lsk73,low,1,during,1,Bumblebee,Bombus,sylvarum,sylvarum,Barbarea,vulgaris
Sweden,2011,lsk73,low,1,during,1,Bumblebee,Bombus,sylvarum,sylvarum,Barbarea,vulgaris
Sweden,2011,lsk73,low,1,during,1,Hoverfly,Eristalis,tenax,tenax,Barbarea,vulgaris
Sweden,2011,lsk73,low,1,during,1,Hoverfly,Eristalis,tenax,tenax,Barbarea,vulgaris
Sweden,2011,lsk73,low,1,during,1,Hoverfly,Platycheirus,albimanus,albimanus,Barbarea,vulgaris
Sweden,2011,lsk73,low,2,during,1,Honeybee,Apis,mellifera,mellifera,Barbarea,vulgaris
Sweden,2011,lsk73,low,2,during,1,Hoverfly,Eristalis,tenax,tenax,Barbarea,vulgaris
Sweden,2011,lsk73,low,2,during,1,other wild bee,Andrena,haemorrhoa,haemorrhoa,Barbarea,vulgaris
Sweden,2011,lsk73,low,2,during,1,Bumblebee,Bombus,sylvarum,sylvarum,Geum,rivale
Sweden,2011,lsk73,low,2,during,1,Bumblebee,Bombus,bohemicus,bohemicus,Geum,rivale
Sweden,2011,lsk73,low,2,during,2,Honeybee,Apis,mellifera,mellifera,Leontodon,hispidus
Sweden,2011,lsk73,low,1,during,1,Hoverfly,Cheilosia,,,Taraxacum,sp.
Sweden,2011,lsk73,low,1,during,1,Hoverfly,Eristalis,arbustorum,arbustorum,Taraxacum,sp.
Sweden,2011,lsk73,low,1,during,1,other wild bee,Andrena,haemorrhoa,haemorrhoa,Taraxacum,sp.
Sweden,2011,lsk73,low,1,during,1,other wild bee,Andrena,haemorrhoa,haemorrhoa,Taraxacum,sp.
Sweden,2011,lsk73,low,2,during,1,Honeybee,Apis,mellifera,mellifera,Taraxacum,sp.
Sweden,2011,lsk73,low,2,during,1,Hoverfly,Rhingia,campestris,campestris,Taraxacum,sp.
Sweden,2011,lsk73,low,2,during,1,Hoverfly,Rhingia,campestris,campestris,Taraxacum,sp.
Sweden,2011,lsk73,low,2,during,1,Hoverfly,Rhingia,campestris,campestris,Taraxacum,sp.
Sweden,2011,lsk73,low,2,during,1,Hoverfly,Eristalis,similis,similis,Taraxacum,sp.
Sweden,2011,lsk73,low,2,during,1,Hoverfly,Xanthogramma,citrofasciatum,citrofasciatum,Taraxacum,sp.
Sweden,2011,lsk74,low,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Achillea,millefolium
Sweden,2011,lsk74,low,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Achillea,millefolium
Sweden,2011,lsk74,low,2,after,4,Hoverfly,Scaeva,pyrastri,pyrastri,Achillea,millefolium
Sweden,2011,lsk74,low,1,after,4,other wild bee,Andrena,bicolor,bicolor,Geranium,pyrenaicum
Sweden,2011,lsk74,low,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Leontodon,autumnalis
Sweden,2011,lsk74,low,2,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Ranunculus,sp.
Sweden,2011,lsk74,low,2,after,3,other wild bee,Anthidium,manicatum,manicatum,Ranunculus,sp.
Sweden,2011,lsk74,low,2,after,3,Honeybee,Apis,mellifera,mellifera,Stellaria,graminea
Sweden,2011,lsk74,low,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk74,low,2,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,pratense
Sweden,2011,lsk74,low,2,after,3,Bumblebee,Bombus,,,Trifolium,repens
Sweden,2011,lsk74,low,2,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,lucorum,lucorum,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,magnus,magnus,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Bumblebee,Bombus,pascuorum,pascuorum,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Hoverfly,Melanostoma,scalare,scalare,Trifolium,repens
Sweden,2011,lsk74,low,1,after,4,Hoverfly,Scaeva,pyrastri,pyrastri,Trifolium,repens
Sweden,2011,lsk74,low,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk74,low,2,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,2,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,repens
Sweden,2011,lsk74,low,1,during,1,Hoverfly,Eumerus,,,Ranunculus,sp.
Sweden,2011,lsk74,low,2,during,2,other wild bee,Andrena,haemorrhoa,haemorrhoa,Ranunculus,sp.
Sweden,2011,lsk74,low,1,during,1,other wild bee,Lasioglossum,calceatum,calceatum,Taraxacum,sp.
Sweden,2011,lsk74,low,1,during,1,other wild bee,Lasioglossum,calceatum,calceatum,Taraxacum,sp.
Sweden,2011,lsk74,low,1,during,1,other wild bee,Lasioglossum,quadrinotatum,quadrinotatum,Taraxacum,sp.
Sweden,2011,lsk74,low,2,during,1,other wild bee,Andrena,haemorrhoa,haemorrhoa,Taraxacum,sp.
Sweden,2011,lsk74,low,2,during,1,other wild bee,Andrena,nigroaenea,nigroaenea,Taraxacum,sp.
Sweden,2011,lsk74,low,2,during,1,other wild bee,Nomada,ruficornis,ruficornis,Taraxacum,sp.
Sweden,2011,lsk77,high,1,after,4,Hoverfly,Syrphus,vitripennis,vitripennis,Achillea,millefolium
Sweden,2011,lsk77,high,1,after,4,Hoverfly,Eristalis,tenax,tenax,Achillea,ptarmica
Sweden,2011,lsk77,high,1,after,4,Hoverfly,Eupeodes,corollae,corollae,Achillea,ptarmica
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Centaurea,jacea
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,subterraneus,subterraneus,Centaurea,jacea
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,magnus,magnus,Centaurea,jacea
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Centaurea,jacea
Sweden,2011,lsk77,high,2,after,4,Hoverfly,Eristalis,tenax,tenax,Centaurea,jacea
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,arvense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,arvense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Cirsium,arvense
Sweden,2011,lsk77,high,2,after,3,Bumblebee,Bombus,,,Filipendula,vulgaris
Sweden,2011,lsk77,high,2,after,3,Bumblebee,Bombus,ruderarius,ruderarius,Geum,rivale
Sweden,2011,lsk77,high,1,after,3,Bumblebee,Bombus,hortorum,hortorum,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,ruderarius,ruderarius,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,terrestris,terrestris,Trifolium,pratense
Sweden,2011,lsk77,high,2,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Trifolium,pratense
Sweden,2011,lsk77,high,2,after,4,Honeybee,Apis,mellifera,mellifera,Trifolium,pratense
Sweden,2011,lsk77,high,2,after,3,Bumblebee,Bombus,,,Vicia,cracca
Sweden,2011,lsk77,high,2,after,3,Bumblebee,Bombus,ruderarius,ruderarius,Vicia,cracca
Sweden,2011,lsk77,high,2,after,3,Bumblebee,Bombus,,,Vicia,cracca
Sweden,2011,lsk77,high,2,after,3,Hoverfly,Syrphus,ribesii,ribesii,Vicia,cracca
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Vicia,cracca
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Vicia,cracca
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Vicia,cracca
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Vicia,cracca
Sweden,2011,lsk77,high,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Vicia,cracca
Sweden,2011,lsk77,high,1,during,1,Hoverfly,Melanostoma,mellinum,mellinum,Cardamine,pratensis
Sweden,2011,lsk77,high,1,during,1,Hoverfly,Rhingia,rostrata,rostrata,Cardamine,pratensis
Sweden,2011,lsk77,high,1,during,2,Bumblebee,Bombus,hypnorum,hypnorum,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Bumblebee,Bombus,ruderarius,ruderarius,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Honeybee,Apis,mellifera,mellifera,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Honeybee,Apis,mellifera,mellifera,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Honeybee,Apis,mellifera,mellifera,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Honeybee,Apis,mellifera,mellifera,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Honeybee,Apis,mellifera,mellifera,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Honeybee,Apis,mellifera,mellifera,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Hoverfly,Rhingia,rostrata,rostrata,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,other wild bee,Andrena,haemorrhoa,haemorrhoa,Geum,rivale
Sweden,2011,lsk77,high,1,during,2,Bumblebee,Bombus,muscorum,muscorum,Lathyrus,linifolius
Sweden,2011,lsk77,high,2,during,1,Bumblebee,Bombus,,,Taraxacum,sp.
Sweden,2011,lsk77,high,2,during,1,Bumblebee,Bombus,,,Taraxacum,sp.
Sweden,2011,lsk77,high,2,during,1,Bumblebee,Bombus,norvegicus,norvegicus,Taraxacum,sp.
Sweden,2011,lsk77,high,2,during,1,Honeybee,Apis,mellifera,mellifera,Taraxacum,sp.
Sweden,2011,lsk77,high,2,during,1,other wild bee,Andrena,haemorrhoa,haemorrhoa,Taraxacum,sp.
Sweden,2011,lsk78,low,2,after,4,Hoverfly,Eristalis,tenax,tenax,Achillea,millefolium
Sweden,2011,lsk78,low,2,after,4,Honeybee,Apis,mellifera,mellifera,Allium,oleraceum
Sweden,2011,lsk78,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,vulgare
Sweden,2011,lsk78,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,vulgare
Sweden,2011,lsk78,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,vulgare
Sweden,2011,lsk78,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,vulgare
Sweden,2011,lsk78,low,1,after,4,Bumblebee,Bombus,lapidarius,lapidarius,Cirsium,vulgare
Sweden,2011,lsk78,low,1,after,4,Bumblebee,Bombus,terrestris,terrestris,Cirsium,vulgare
Sweden,2011,lsk78,low,1,after,4,Honeybee,Apis,mellifera,mellifera,Cirsium,vulgare
Sweden,2011,lsk78,low,1,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Cirsium,arvense
Sweden,2011,lsk78,low,1,after,4,Hoverfly,Eristalis,similis,similis,Leontodon,autumnalis
Sweden,2011,lsk78,low,1,after,4,Hoverfly,Eristalis,tenax,tenax,Leontodon,autumnalis
Sweden,2011,lsk78,low,1,after,4,Hoverfly,Cheilosia,,,Leontodon,autumnalis
Sweden,2011,lsk78,low,1,after,4,Hoverfly,Eristalis,tenax,tenax,Leontodon,autumnalis
Sweden,2011,lsk78,low,1,after,4,Hoverfly,Eristalis,tenax,tenax,Leontodon,autumnalis
Sweden,2011,lsk78,low,2,after,4,Hoverfly,Cheilosia,,,Leontodon,autumnalis
Sweden,2011,lsk78,low,2,after,4,Hoverfly,Episyrphus,balteatus,balteatus,Leontodon,autumnalis
Sweden,2011,lsk78,low,2,after,4,Hoverfly,Eristalis,arbustorum,arbustorum,Leontodon,autumnalis
Sweden,2011,lsk78,low,2,after,4,Hoverfly,Syrphus,ribesii,ribesii,Leontodon,autumnalis
Sweden,2011,lsk78,low,2,after,4,Hoverfly,Helophilus,trivittatus,trivittatus,Leontodon,autumnalis
Sweden,2011,lsk78,low,2,after,4,Hoverfly,Syrphus,ribesii,ribesii,Leontodon,autumnalis
Sweden,2011,lsk78,low,1,after,3,Bumblebee,Bombus,pascuorum,pascuorum,Trifolium,repens
Sweden,2011,lsk78,low,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Trifolium,repens
Sweden,2011,lsk78,low,1,during,1,Hoverfly,Helophilus,trivittatus,trivittatus,Bellis,perennis
Sweden,2011,lsk78,low,1,during,1,Hoverfly,Eumerus,strigatus,strigatus,Ranunculus,sp.
Sweden,2011,lsk78,low,1,during,1,Hoverfly,Helophilus,trivittatus,trivittatus,Ranunculus,sp.
Sweden,2011,lsk78,low,1,during,2,Bumblebee,Bombus,terrestris,terrestris,Ranunculus,sp.
Sweden,2011,lsk78,low,2,during,2,Hoverfly,Eristalis,tenax,tenax,Ranunculus,sp.
Sweden,2011,lsk78,low,2,during,2,Hoverfly,Rhingia,campestris,campestris,Ranunculus,sp.
Sweden,2011,lsk78,low,1,during,1,Hoverfly,Helophilus,pendulus,pendulus,Taraxacum,sp.
Sweden,2011,lsk78,low,1,during,1,Hoverfly,Helophilus,pendulus,pendulus,Taraxacum,sp.
Sweden,2011,lsk78,low,1,during,1,Hoverfly,Helophilus,hybridus,hybridus,Taraxacum,sp.
Sweden,2011,lsk78,low,2,during,1,Bumblebee,Bombus,lapidarius,lapidarius,Taraxacum,sp.
Sweden,2011,lsk78,low,2,during,1,Hoverfly,Helophilus,trivittatus,trivittatus,Taraxacum,sp.
Sweden,2011,lsk78,low,2,during,1,Hoverfly,Rhingia,campestris,campestris,Taraxacum,sp.
Sweden,2011,lsk78,low,2,during,1,other wild bee,Andrena,haemorrhoa,haemorrhoa,Taraxacum,sp.
Sweden,2012,lsk02,high,1,after,4,Bumblebee,Bombus,sylvarum,sylvarum,Cirsium,palustre
Sweden,2012,lsk02,high,1,after,4,Hoverfly,Eristalis,intricaria,intricaria,Cirsium,palustre
Sweden,2012,lsk02,high,1,after,3,Bumblebee,Bombus,hortorum,hortorum,Geum,rivale
Sweden,2012,lsk02,high,1,after,3,Bumblebee,Bombus,hortorum,hortorum,Geum,rivale
Sweden,2012,lsk02,high,1,after,3,Bumblebee,Bombus,hortorum,hortorum,Geum,rivale
Sweden,2012,lsk02,high,1,after,3,Bumblebee,Bombus,lapidarius,lapidarius,Geum,rivale
Sweden,2012,lsk02,high,1,after,3,Bumblebee,Bombus,terrestris,terrestris,Geum,rivale
Sweden,2012,lsk02,high,1,after,3,Hoverfly,Helophilus,hybridus,hybridus,Geum,rivale
