lower guild,upper guild,lower.species,upper.species,fortotals,lower,upper
01PLANT.,08BIRD.,Chenopodium sp.,Streptopelia decaocto,1.00E-02,01PLANT.Chenopodium sp.,08BIRD.Streptopelia decaocto
01PLANT.,08BIRD.,Cirsium arvense,Alectoris rufa,1.24E-01,01PLANT.Cirsium arvense,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Cirsium arvense,Carduelis cannabina,3.01E-04,01PLANT.Cirsium arvense,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Cirsium arvense,Carduelis carduelis,9.33E-01,01PLANT.Cirsium arvense,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Cirsium arvense,Carduelis chloris,5.16E-02,01PLANT.Cirsium arvense,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Cirsium arvense,Corvus monedula,1.19E-01,01PLANT.Cirsium arvense,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Cirsium arvense,Fringilla coelebs,1.85E-02,01PLANT.Cirsium arvense,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Cirsium arvense,Passer domesticus,5.48E-01,01PLANT.Cirsium arvense,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Cirsium vulgare,Alectoris rufa,3.85E-01,01PLANT.Cirsium vulgare,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Cirsium vulgare,Carduelis cannabina,1.35E-03,01PLANT.Cirsium vulgare,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Cirsium vulgare,Carduelis carduelis,2.90E-01,01PLANT.Cirsium vulgare,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Cirsium vulgare,Carduelis chloris,1.86E-01,01PLANT.Cirsium vulgare,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Cirsium vulgare,Corvus frugilegus,6.15E-01,01PLANT.Cirsium vulgare,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Cirsium vulgare,Corvus monedula,9.99E-02,01PLANT.Cirsium vulgare,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Cirsium vulgare,Fringilla coelebs,1.29E-02,01PLANT.Cirsium vulgare,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Cirsium vulgare,Passer domesticus,3.23E-03,01PLANT.Cirsium vulgare,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Clematis vitalba,Alectoris rufa,2.65E-01,01PLANT.Clematis vitalba,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Clematis vitalba,Carduelis cannabina,1.26E-03,01PLANT.Clematis vitalba,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Clematis vitalba,Carduelis carduelis,2.91E-02,01PLANT.Clematis vitalba,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Clematis vitalba,Carduelis chloris,8.48E-03,01PLANT.Clematis vitalba,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Clematis vitalba,Columba palumbus,2.77E-02,01PLANT.Clematis vitalba,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Clematis vitalba,Corvus frugilegus,1.83E-01,01PLANT.Clematis vitalba,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Clematis vitalba,Emberiza citrinella,8.63E-02,01PLANT.Clematis vitalba,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Clematis vitalba,Passer domesticus,1.81E-03,01PLANT.Clematis vitalba,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Crataegus monogyna,Alectoris rufa,1.28E+00,01PLANT.Crataegus monogyna,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Crataegus monogyna,Carduelis cannabina,8.47E-02,01PLANT.Crataegus monogyna,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Crataegus monogyna,Carduelis carduelis,1.09E+01,01PLANT.Crataegus monogyna,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Crataegus monogyna,Carduelis chloris,4.26E-01,01PLANT.Crataegus monogyna,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Crataegus monogyna,Corvus frugilegus,4.31E-01,01PLANT.Crataegus monogyna,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Crataegus monogyna,Fringilla coelebs,1.16E-01,01PLANT.Crataegus monogyna,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Epilobium sp.,Alectoris rufa,2.65E-01,01PLANT.Epilobium sp.,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Epilobium sp.,Carduelis cannabina,2.70E-02,01PLANT.Epilobium sp.,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Epilobium sp.,Carduelis carduelis,6.26E-01,01PLANT.Epilobium sp.,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Epilobium sp.,Carduelis chloris,8.03E-02,01PLANT.Epilobium sp.,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Epilobium sp.,Columba palumbus,2.74E-01,01PLANT.Epilobium sp.,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Epilobium sp.,Corvus frugilegus,6.48E-01,01PLANT.Epilobium sp.,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Epilobium sp.,Emberiza citrinella,8.63E-02,01PLANT.Epilobium sp.,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Epilobium sp.,Fringilla coelebs,1.04E-01,01PLANT.Epilobium sp.,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Epilobium sp.,Passer domesticus,7.00E-03,01PLANT.Epilobium sp.,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Euphorbia helioscopia,Corvus monedula,8.06E-02,01PLANT.Euphorbia helioscopia,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Euphorbia helioscopia,Fringilla coelebs,5.21E-02,01PLANT.Euphorbia helioscopia,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Fallopia convolvulus,Alauda arvensis,8.45E-03,01PLANT.Fallopia convolvulus,08BIRD.Alauda arvensis
01PLANT.,08BIRD.,Fallopia convolvulus,Alectoris rufa,7.98E-03,01PLANT.Fallopia convolvulus,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Fallopia convolvulus,Carduelis cannabina,1.11E-04,01PLANT.Fallopia convolvulus,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Fallopia convolvulus,Carduelis carduelis,3.96E-04,01PLANT.Fallopia convolvulus,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Fallopia convolvulus,Carduelis chloris,2.35E-03,01PLANT.Fallopia convolvulus,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Fallopia convolvulus,Columba palumbus,4.46E-04,01PLANT.Fallopia convolvulus,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Fallopia convolvulus,Corvus frugilegus,7.95E-03,01PLANT.Fallopia convolvulus,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Fallopia convolvulus,Corvus monedula,1.01E-02,01PLANT.Fallopia convolvulus,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Fallopia convolvulus,Emberiza citrinella,5.48E-04,01PLANT.Fallopia convolvulus,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Fallopia convolvulus,Fringilla coelebs,1.67E-03,01PLANT.Fallopia convolvulus,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Fallopia convolvulus,Passer domesticus,4.35E-04,01PLANT.Fallopia convolvulus,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Galium aparine,Carduelis chloris,8.03E-02,01PLANT.Galium aparine,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Galium aparine,Corvus monedula,1.86E-01,01PLANT.Galium aparine,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Galium aparine,Fringilla coelebs,1.14E-01,01PLANT.Galium aparine,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Galium aparine,Passer domesticus,7.00E-03,01PLANT.Galium aparine,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Geranium dissectum,Carduelis chloris,3.64E-02,01PLANT.Geranium dissectum,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Geranium dissectum,Fringilla coelebs,3.60E-02,01PLANT.Geranium dissectum,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Geranium robertianum,Carduelis chloris,1.58E-02,01PLANT.Geranium robertianum,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Geranium robertianum,Fringilla coelebs,1.57E-02,01PLANT.Geranium robertianum,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Geum urbanum,Alectoris rufa,3.60E-03,01PLANT.Geum urbanum,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Geum urbanum,Carduelis chloris,5.22E-04,01PLANT.Geum urbanum,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Geum urbanum,Columba palumbus,9.60E-04,01PLANT.Geum urbanum,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Geum urbanum,Corvus frugilegus,1.16E-03,01PLANT.Geum urbanum,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Geum urbanum,Emberiza citrinella,2.31E-04,01PLANT.Geum urbanum,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Geum urbanum,Fringilla coelebs,3.14E-04,01PLANT.Geum urbanum,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Geum urbanum,Passer domesticus,7.00E-03,01PLANT.Geum urbanum,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Glechoma hederacea,Alectoris rufa,9.21E-03,01PLANT.Glechoma hederacea,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Glechoma hederacea,Carduelis cannabina,7.31E-04,01PLANT.Glechoma hederacea,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Glechoma hederacea,Carduelis carduelis,1.69E-02,01PLANT.Glechoma hederacea,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Glechoma hederacea,Carduelis chloris,1.41E-03,01PLANT.Glechoma hederacea,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Glechoma hederacea,Columba palumbus,5.46E-03,01PLANT.Glechoma hederacea,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Glechoma hederacea,Corvus frugilegus,8.30E-03,01PLANT.Glechoma hederacea,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Glechoma hederacea,Emberiza citrinella,1.91E-03,01PLANT.Glechoma hederacea,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Glechoma hederacea,Fringilla coelebs,2.92E-03,01PLANT.Glechoma hederacea,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Heracleum sphondylium,Alectoris rufa,4.45E-02,01PLANT.Heracleum sphondylium,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Heracleum sphondylium,Carduelis cannabina,1.92E-02,01PLANT.Heracleum sphondylium,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Heracleum sphondylium,Carduelis carduelis,4.44E-01,01PLANT.Heracleum sphondylium,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Heracleum sphondylium,Carduelis chloris,3.72E-02,01PLANT.Heracleum sphondylium,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Heracleum sphondylium,Columba palumbus,1.33E-01,01PLANT.Heracleum sphondylium,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Heracleum sphondylium,Corvus frugilegus,2.03E-01,01PLANT.Heracleum sphondylium,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Heracleum sphondylium,Emberiza citrinella,4.63E-02,01PLANT.Heracleum sphondylium,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Heracleum sphondylium,Passer domesticus,3.95E-05,01PLANT.Heracleum sphondylium,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Hypochaeris/ Crepis sp.,Alectoris rufa,4.80E-03,01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Hypochaeris/ Crepis sp.,Carduelis cannabina,3.02E-05,01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Hypochaeris/ Crepis sp.,Carduelis carduelis,6.48E-03,01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Hypochaeris/ Crepis sp.,Carduelis chloris,2.52E-03,01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Hypochaeris/ Crepis sp.,Fringilla coelebs,1.67E-04,01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Hypochaeris/ Crepis sp.,Passer domesticus,3.95E-05,01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Lamium purpureum,Alectoris rufa,4.86E-01,01PLANT.Lamium purpureum,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Lamium purpureum,Carduelis cannabina,2.43E-02,01PLANT.Lamium purpureum,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Lamium purpureum,Carduelis carduelis,6.55E-01,01PLANT.Lamium purpureum,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Lamium purpureum,Carduelis chloris,4.69E-02,01PLANT.Lamium purpureum,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Lamium purpureum,Columba palumbus,1.84E-01,01PLANT.Lamium purpureum,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Lamium purpureum,Corvus frugilegus,2.75E-01,01PLANT.Lamium purpureum,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Lamium purpureum,Emberiza citrinella,6.33E-02,01PLANT.Lamium purpureum,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Lamium purpureum,Fringilla coelebs,1.07E-01,01PLANT.Lamium purpureum,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Lamium purpureum,Passer domesticus,1.50E-01,01PLANT.Lamium purpureum,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Lamium purpureum,Streptopelia decaocto,2.50E-03,01PLANT.Lamium purpureum,08BIRD.Streptopelia decaocto
01PLANT.,08BIRD.,Lapsana communis,Alectoris rufa,6.21E-04,01PLANT.Lapsana communis,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Lapsana communis,Carduelis cannabina,4.08E-07,01PLANT.Lapsana communis,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Lapsana communis,Carduelis carduelis,8.75E-05,01PLANT.Lapsana communis,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Lapsana communis,Carduelis chloris,2.72E-04,01PLANT.Lapsana communis,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Lapsana communis,Fringilla coelebs,6.57E-04,01PLANT.Lapsana communis,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Lapsana communis,Passer domesticus,5.31E-06,01PLANT.Lapsana communis,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Leontodon autumnalis,Alectoris rufa,6.35E-07,01PLANT.Leontodon autumnalis,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Leontodon autumnalis,Carduelis cannabina,9.34E-08,01PLANT.Leontodon autumnalis,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Leontodon autumnalis,Carduelis carduelis,2.00E-05,01PLANT.Leontodon autumnalis,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Leontodon autumnalis,Carduelis chloris,1.69E-06,01PLANT.Leontodon autumnalis,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Leontodon autumnalis,Fringilla coelebs,6.72E-08,01PLANT.Leontodon autumnalis,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Matricaria discoidea,Alectoris rufa,2.72E-02,01PLANT.Matricaria discoidea,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Matricaria discoidea,Carduelis carduelis,3.06E-01,01PLANT.Matricaria discoidea,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Matricaria discoidea,Fringilla coelebs,5.04E-04,01PLANT.Matricaria discoidea,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Matricaria discoidea,Passer domesticus,7.48E-02,01PLANT.Matricaria discoidea,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Matricaria recutita,Alectoris rufa,2.67E+00,01PLANT.Matricaria recutita,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Matricaria recutita,Carduelis cannabina,6.70E-02,01PLANT.Matricaria recutita,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Matricaria recutita,Carduelis carduelis,1.79E+01,01PLANT.Matricaria recutita,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Matricaria recutita,Carduelis chloris,2.05E+00,01PLANT.Matricaria recutita,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Matricaria recutita,Fringilla coelebs,1.15E-01,01PLANT.Matricaria recutita,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Matricaria recutita,Passer domesticus,1.18E+00,01PLANT.Matricaria recutita,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Mercurialis perennis,Alectoris rufa,6.11E-02,01PLANT.Mercurialis perennis,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Mercurialis perennis,Carduelis cannabina,2.70E-02,01PLANT.Mercurialis perennis,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Mercurialis perennis,Carduelis carduelis,6.26E-01,01PLANT.Mercurialis perennis,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Mercurialis perennis,Carduelis chloris,5.22E-02,01PLANT.Mercurialis perennis,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Mercurialis perennis,Columba palumbus,1.87E-01,01PLANT.Mercurialis perennis,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Mercurialis perennis,Corvus frugilegus,2.84E-01,01PLANT.Mercurialis perennis,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Mercurialis perennis,Emberiza citrinella,6.52E-02,01PLANT.Mercurialis perennis,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Myosotis arvensis,Carduelis cannabina,2.70E-02,01PLANT.Myosotis arvensis,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Myosotis arvensis,Carduelis carduelis,6.26E-01,01PLANT.Myosotis arvensis,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Myosotis arvensis,Emberiza citrinella,8.63E-02,01PLANT.Myosotis arvensis,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Myosotis arvensis,Fringilla coelebs,1.04E-01,01PLANT.Myosotis arvensis,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Papaver sp.,Alauda arvensis,3.12E-02,01PLANT.Papaver sp.,08BIRD.Alauda arvensis
01PLANT.,08BIRD.,Papaver sp.,Carduelis cannabina,2.70E-02,01PLANT.Papaver sp.,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Papaver sp.,Carduelis carduelis,6.26E-01,01PLANT.Papaver sp.,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Papaver sp.,Corvus monedula,1.26E-01,01PLANT.Papaver sp.,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Persicaria sp.,Alauda arvensis,2.21E+00,01PLANT.Persicaria sp.,08BIRD.Alauda arvensis
01PLANT.,08BIRD.,Persicaria sp.,Alectoris rufa,2.96E+00,01PLANT.Persicaria sp.,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Persicaria sp.,Carduelis cannabina,8.23E-01,01PLANT.Persicaria sp.,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Persicaria sp.,Carduelis carduelis,3.20E+00,01PLANT.Persicaria sp.,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Persicaria sp.,Carduelis chloris,1.81E+00,01PLANT.Persicaria sp.,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Persicaria sp.,Columba palumbus,2.47E-01,01PLANT.Persicaria sp.,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Persicaria sp.,Corvus frugilegus,3.85E+00,01PLANT.Persicaria sp.,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Persicaria sp.,Corvus monedula,4.53E+00,01PLANT.Persicaria sp.,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Persicaria sp.,Emberiza citrinella,5.86E-01,01PLANT.Persicaria sp.,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Persicaria sp.,Fringilla coelebs,9.34E-01,01PLANT.Persicaria sp.,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Persicaria sp.,Passer domesticus,3.30E+00,01PLANT.Persicaria sp.,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Persicaria sp.,Streptopelia decaocto,1.25E-03,01PLANT.Persicaria sp.,08BIRD.Streptopelia decaocto
01PLANT.,08BIRD.,Picris echioides,Alectoris rufa,6.61E-03,01PLANT.Picris echioides,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Picris echioides,Carduelis cannabina,4.29E-06,01PLANT.Picris echioides,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Picris echioides,Carduelis carduelis,9.19E-04,01PLANT.Picris echioides,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Picris echioides,Carduelis chloris,2.91E-03,01PLANT.Picris echioides,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Picris echioides,Corvus frugilegus,7.03E-03,01PLANT.Picris echioides,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Picris echioides,Fringilla coelebs,2.11E-04,01PLANT.Picris echioides,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Picris echioides,Passer domesticus,5.65E-05,01PLANT.Picris echioides,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Poaceae,Alauda arvensis,3.12E-02,01PLANT.Poaceae,08BIRD.Alauda arvensis
01PLANT.,08BIRD.,Poaceae,Alectoris rufa,1.11E+01,01PLANT.Poaceae,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Poaceae,Carduelis cannabina,2.70E-02,01PLANT.Poaceae,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Poaceae,Carduelis carduelis,7.43E-01,01PLANT.Poaceae,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Poaceae,Carduelis chloris,8.03E-02,01PLANT.Poaceae,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Poaceae,Columba palumbus,2.77E-01,01PLANT.Poaceae,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Poaceae,Corvus frugilegus,8.00E-01,01PLANT.Poaceae,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Poaceae,Corvus monedula,2.19E-01,01PLANT.Poaceae,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Poaceae,Emberiza citrinella,5.47E+00,01PLANT.Poaceae,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Poaceae,Fringilla coelebs,5.80E-01,01PLANT.Poaceae,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Poaceae,Passer domesticus,1.62E+01,01PLANT.Poaceae,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Poaceae,Streptopelia decaocto,1.00E-02,01PLANT.Poaceae,08BIRD.Streptopelia decaocto
01PLANT.,08BIRD.,Polygonum sp.,Alauda arvensis,4.46E-02,01PLANT.Polygonum sp.,08BIRD.Alauda arvensis
01PLANT.,08BIRD.,Polygonum sp.,Alectoris rufa,5.43E-02,01PLANT.Polygonum sp.,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Polygonum sp.,Carduelis cannabina,3.84E-04,01PLANT.Polygonum sp.,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Polygonum sp.,Carduelis carduelis,1.94E-02,01PLANT.Polygonum sp.,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Polygonum sp.,Carduelis chloris,1.21E-02,01PLANT.Polygonum sp.,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Polygonum sp.,Columba palumbus,1.21E-03,01PLANT.Polygonum sp.,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Polygonum sp.,Corvus frugilegus,6.87E-01,01PLANT.Polygonum sp.,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Polygonum sp.,Corvus monedula,3.08E+00,01PLANT.Polygonum sp.,08BIRD.Corvus monedula
01PLANT.,08BIRD.,Polygonum sp.,Emberiza citrinella,2.78E-03,01PLANT.Polygonum sp.,08BIRD.Emberiza citrinella
01PLANT.,08BIRD.,Polygonum sp.,Fringilla coelebs,7.12E-02,01PLANT.Polygonum sp.,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Polygonum sp.,Passer domesticus,2.22E-01,01PLANT.Polygonum sp.,08BIRD.Passer domesticus
01PLANT.,08BIRD.,Polygonum sp.,Streptopelia decaocto,6.47E-05,01PLANT.Polygonum sp.,08BIRD.Streptopelia decaocto
01PLANT.,08BIRD.,Potentilla reptans,Alectoris rufa,6.22E-03,01PLANT.Potentilla reptans,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Potentilla reptans,Carduelis chloris,9.02E-04,01PLANT.Potentilla reptans,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Potentilla reptans,Fringilla coelebs,3.54E-04,01PLANT.Potentilla reptans,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Prunella vulgaris,Alectoris rufa,2.53E-02,01PLANT.Prunella vulgaris,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Prunella vulgaris,Carduelis cannabina,2.01E-03,01PLANT.Prunella vulgaris,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Prunella vulgaris,Carduelis carduelis,4.66E-02,01PLANT.Prunella vulgaris,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Prunella vulgaris,Carduelis chloris,3.89E-03,01PLANT.Prunella vulgaris,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Prunella vulgaris,Fringilla coelebs,8.04E-03,01PLANT.Prunella vulgaris,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Prunus spinosa,Alectoris rufa,6.44E-01,01PLANT.Prunus spinosa,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Prunus spinosa,Carduelis cannabina,5.65E-02,01PLANT.Prunus spinosa,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Prunus spinosa,Carduelis carduelis,7.27E+00,01PLANT.Prunus spinosa,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Prunus spinosa,Carduelis chloris,2.54E-01,01PLANT.Prunus spinosa,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Prunus spinosa,Corvus frugilegus,1.97E-01,01PLANT.Prunus spinosa,08BIRD.Corvus frugilegus
01PLANT.,08BIRD.,Prunus spinosa,Fringilla coelebs,1.23E-01,01PLANT.Prunus spinosa,08BIRD.Fringilla coelebs
01PLANT.,08BIRD.,Quercus robur,Alectoris rufa,2.65E-01,01PLANT.Quercus robur,08BIRD.Alectoris rufa
01PLANT.,08BIRD.,Quercus robur,Carduelis cannabina,2.70E-02,01PLANT.Quercus robur,08BIRD.Carduelis cannabina
01PLANT.,08BIRD.,Quercus robur,Carduelis carduelis,6.26E-01,01PLANT.Quercus robur,08BIRD.Carduelis carduelis
01PLANT.,08BIRD.,Quercus robur,Carduelis chloris,8.03E-02,01PLANT.Quercus robur,08BIRD.Carduelis chloris
01PLANT.,08BIRD.,Quercus robur,Columba palumbus,1.99E+01,01PLANT.Quercus robur,08BIRD.Columba palumbus
01PLANT.,08BIRD.,Quercus robur,Corvus frugilegus,3.05E+01,01PLANT.Quercus robur,08BIRD.Corvus frugilegus
